path,recommended_permissions,notes
"external/openclaw/extensions/open-prose/skills/prose/alts/homer.md","contents:read","default conservative read-only"
"external/openclaw/extensions/open-prose/skills/prose/examples/06-explain-codebase.prose","contents:read","default conservative read-only"
"external/openclaw/extensions/open-prose/skills/prose/examples/08-blog-post.prose","contents:read","default conservative read-only"
"external/openclaw/extensions/open-prose/skills/prose/examples/13-variables-and-context.prose","contents:read","default conservative read-only"
"external/openclaw/extensions/open-prose/skills/prose/examples/19-advanced-parallel.prose","contents:read","default conservative read-only"
"external/openclaw/extensions/open-prose/skills/prose/examples/20-fixed-loops.prose","contents:read","default conservative read-only"
"external/openclaw/extensions/open-prose/skills/prose/examples/22-error-handling.prose","contents:read","default conservative read-only"
"external/openclaw/extensions/open-prose/skills/prose/examples/23-retry-with-backoff.prose","contents:read","default conservative read-only"
"external/openclaw/extensions/open-prose/skills/prose/examples/25-conditionals.prose","contents:read","default conservative read-only"
"external/openclaw/extensions/open-prose/skills/prose/examples/28-gas-town.prose","contents:read","default conservative read-only"
"external/openclaw/extensions/open-prose/skills/prose/examples/29-captains-chair.prose","contents:read","default conservative read-only"
"external/openclaw/extensions/open-prose/skills/prose/examples/30-captains-chair-simple.prose","contents:read","default conservative read-only"
"external/openclaw/extensions/open-prose/skills/prose/examples/31-captains-chair-with-memory.prose","contents:read","default conservative read-only"
"external/openclaw/extensions/open-prose/skills/prose/examples/33-pr-review-autofix.prose","contents:read","default conservative read-only"
"external/openclaw/extensions/open-prose/skills/prose/examples/35-feature-factory.prose","contents:read","default conservative read-only"
"external/openclaw/extensions/open-prose/skills/prose/examples/36-bug-hunter.prose","contents:read","default conservative read-only"
"external/openclaw/extensions/open-prose/skills/prose/examples/37-the-forge.prose","contents:read","default conservative read-only"
"external/openclaw/extensions/open-prose/skills/prose/examples/38-skill-scan.prose","contents:read","default conservative read-only"
"external/openclaw/extensions/open-prose/skills/prose/examples/39-architect-by-simulation.prose","contents:read","default conservative read-only"
"external/openclaw/extensions/open-prose/skills/prose/examples/44-run-endpoint-ux-test.prose","contents:read","default conservative read-only"
"external/openclaw/extensions/open-prose/skills/prose/examples/45-plugin-release.prose","contents:read","default conservative read-only"
"external/openclaw/extensions/open-prose/skills/prose/examples/45-run-endpoint-ux-test-with-remediation.prose","contents:read","default conservative read-only"
"external/openclaw/extensions/open-prose/skills/prose/examples/46-run-endpoint-ux-test-fast.prose","contents:read","default conservative read-only"
"external/openclaw/extensions/open-prose/skills/prose/examples/46-workflow-crystallizer.prose","contents:read","default conservative read-only"
"external/openclaw/extensions/open-prose/skills/prose/examples/47-language-self-improvement.prose","contents:read","default conservative read-only"
"external/openclaw/extensions/open-prose/skills/prose/examples/48-habit-miner.prose","contents:read","default conservative read-only"
"external/openclaw/extensions/open-prose/skills/prose/examples/49-prose-run-retrospective.prose","contents:read","default conservative read-only"
"external/openclaw/extensions/open-prose/skills/prose/examples/README.md","contents:read","default conservative read-only"
"external/openclaw/extensions/open-prose/skills/prose/guidance/antipatterns.md","contents:read","default conservative read-only"
"external/openclaw/extensions/open-prose/skills/prose/guidance/patterns.md","contents:read","default conservative read-only"
"external/openclaw/extensions/open-prose/skills/prose/guidance/system-prompt.md","contents:read","default conservative read-only"
"external/openclaw/extensions/open-prose/skills/prose/lib/calibrator.prose","contents:read","default conservative read-only"
"external/openclaw/extensions/open-prose/skills/prose/lib/cost-analyzer.prose","contents:read","default conservative read-only"
"external/openclaw/extensions/open-prose/skills/prose/lib/error-forensics.prose","contents:read","default conservative read-only"
"external/openclaw/extensions/open-prose/skills/prose/lib/inspector.prose","contents:read","default conservative read-only"
"external/openclaw/extensions/open-prose/skills/prose/lib/profiler.prose","contents:read","default conservative read-only"
"external/openclaw/extensions/open-prose/skills/prose/lib/program-improver.prose","contents:read","default conservative read-only"
"external/openclaw/extensions/open-prose/skills/prose/lib/project-memory.prose","contents:read","default conservative read-only"
"external/openclaw/extensions/open-prose/skills/prose/lib/README.md","contents:read","default conservative read-only"
"external/openclaw/extensions/open-prose/skills/prose/lib/user-memory.prose","contents:read","default conservative read-only"
"external/openclaw/extensions/open-prose/skills/prose/lib/vm-improver.prose","contents:read","default conservative read-only"
"external/openclaw/extensions/open-prose/skills/prose/primitives/session.md","contents:read","default conservative read-only"
"external/openclaw/extensions/open-prose/skills/prose/state/filesystem.md","contents:read","default conservative read-only"
"external/openclaw/extensions/open-prose/skills/prose/state/in-context.md","contents:read","default conservative read-only"
"external/openclaw/extensions/open-prose/skills/prose/state/postgres.md","contents:read","default conservative read-only"
"external/openclaw/extensions/open-prose/skills/prose/state/sqlite.md","contents:read","default conservative read-only"
"external/openclaw/extensions/qwen-portal-auth/index.ts","contents:read","default conservative read-only"
"external/openclaw/extensions/signal/src/channel.ts","contents:read","default conservative read-only"
"external/openclaw/extensions/slack/src/channel.ts","contents:read","default conservative read-only"
"external/openclaw/extensions/telegram/src/channel.ts","contents:read","default conservative read-only"
"external/openclaw/extensions/tlon/package.json","contents:read","default conservative read-only"
"external/openclaw/extensions/tlon/src/channel.ts","contents:read","default conservative read-only"
"external/openclaw/extensions/tlon/src/monitor/discovery.ts","contents:read","default conservative read-only"
"external/openclaw/extensions/tlon/src/monitor/history.ts","contents:read","default conservative read-only"
"external/openclaw/extensions/tlon/src/monitor/index.ts","contents:read","default conservative read-only"
"external/openclaw/extensions/tlon/src/monitor/utils.ts","contents:read","default conservative read-only"
"external/openclaw/extensions/tlon/src/urbit/http-api.ts","contents:read","default conservative read-only"
"external/openclaw/extensions/tlon/src/urbit/sse-client.test.ts","contents:read","default conservative read-only"
"external/openclaw/extensions/tlon/src/urbit/sse-client.ts","contents:read","default conservative read-only"
"external/openclaw/extensions/twitch/README.md","contents:read","default conservative read-only"
"external/openclaw/extensions/twitch/src/client-manager-registry.ts","contents:read","default conservative read-only"
"external/openclaw/extensions/twitch/src/config-schema.ts","contents:read","default conservative read-only"
"external/openclaw/extensions/twitch/src/config.ts","contents:read","default conservative read-only"
"external/openclaw/extensions/twitch/src/monitor.ts","contents:read","default conservative read-only"
"external/openclaw/extensions/twitch/src/onboarding.ts","contents:read","default conservative read-only"
"external/openclaw/extensions/twitch/src/plugin.ts","contents:read","default conservative read-only"
"external/openclaw/extensions/twitch/src/probe.test.ts","contents:read","default conservative read-only"
"external/openclaw/extensions/twitch/src/token.ts","contents:read","default conservative read-only"
"external/openclaw/extensions/twitch/src/twitch-client.test.ts","contents:read","default conservative read-only"
"external/openclaw/extensions/twitch/src/twitch-client.ts","contents:read","default conservative read-only"
"external/openclaw/extensions/twitch/src/utils/markdown.ts","contents:read","default conservative read-only"
"external/openclaw/extensions/voice-call/CHANGELOG.md","contents:read","default conservative read-only"
"external/openclaw/extensions/voice-call/index.ts","contents:read","default conservative read-only"
"external/openclaw/extensions/voice-call/openclaw.plugin.json","contents:read","default conservative read-only"
"external/openclaw/extensions/voice-call/README.md","contents:read","default conservative read-only"
"external/openclaw/extensions/voice-call/src/cli.ts","contents:read","default conservative read-only"
"external/openclaw/extensions/voice-call/src/config.test.ts","contents:read","default conservative read-only"
"external/openclaw/extensions/voice-call/src/config.ts","contents:read","default conservative read-only"
"external/openclaw/extensions/voice-call/src/core-bridge.ts","contents:read","default conservative read-only"
"external/openclaw/extensions/voice-call/src/manager.test.ts","contents:read","default conservative read-only"
